assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,None,None,0,95463,None,,0,0,0,0,0.0,275,27,None,,0,1,2.3,2.8,0,Danny,0.0,0,0,0.0,293,42,223,False,0.0,286,42,0,,None,45,0,0,None,0,,95463.jpg,0.0,0,0,Ward,0.2,False,None,a,9,13,0.0,221,27,0,349,349,1020,1020,0.0,0.0,Ward,0
0,3,52,None,None,1,101668,None,,0,0,0,0,10.3,83,14,None,,1,4,4.3,4.8,13,Jamie,13.0,0,2,11.8,4,1,224,True,71.2,3,1,90,,None,100,0,0,1,0,,101668.jpg,13.0,0,0,Vardy,22.7,False,None,a,9,13,36.0,20,11,13,206648,206648,51686,51686,1.3,1.3,Vardy,0
1,0,25,None,None,1,106837,None,,0,0,0,0,16.8,43,29,None,,0,3,2.3,2.8,6,Dennis,6.0,0,0,7.8,30,14,225,False,27.8,32,12,74,,None,55,0,0,None,0,,106837.jpg,6.0,0,0,Praet,0.3,False,None,a,9,13,33.0,28,10,6,8837,8837,2575,2575,1.1,1.1,Praet,0
0,0,0,0,0,0,111931,None,,0,0,0,0,0.0,488,193,None,,0,2,0.0,0.0,0,Ricardo Domingos,0.0,0,0,0.0,489,193,226,False,0.0,486,193,0,Knee injury - Expected back 17 Oct,2020-08-15T10:00:11.805174Z,60,0,0,None,0,,111931.jpg,0.0,0,0,Barbosa Pereira,0.1,False,None,i,9,13,0.0,481,192,0,308,308,1839,1839,0.0,0.0,Pereira,0
0,0,0,100,100,0,155569,None,,0,0,0,0,0.0,211,71,None,,0,2,1.5,2.0,0,Daniel,0.0,0,0,0.0,230,72,227,False,0.0,222,72,0,,2020-08-15T10:00:11.830679Z,40,0,0,None,0,,155569.jpg,0.0,0,0,Amartey,1.5,False,None,a,9,13,0.0,145,44,0,6262,6262,9259,9259,0.0,0.0,Amartey,0
0,0,17,None,None,1,166989,2,,0,0,0,0,6.2,92,55,4,,0,3,2.7,3.2,3,Youri,3.0,0,0,2.9,98,47,228,False,13.8,100,34,90,,None,65,0,0,None,0,,166989.jpg,3.0,0,0,Tielemans,2.1,False,None,a,9,13,9.0,71,39,3,7011,7011,13997,13997,0.5,0.5,Tielemans,0
0,0,5,None,None,1,168580,None,,0,0,0,0,2.5,123,76,None,,0,3,2.7,3.2,3,Ayoze,3.0,0,0,2.7,110,54,229,False,0.0,507,198,66,,None,65,0,0,2,0,,168580.jpg,3.0,0,0,Pérez,3.2,False,None,a,9,13,24.0,36,14,3,8475,8475,28173,28173,0.5,0.5,Pérez,0
0,0,0,None,None,0,172632,5,,0,0,0,0,0.0,460,178,3,,0,3,2.3,2.8,0,Demarai,0.0,0,0,0.0,461,178,230,False,0.0,458,177,0,,None,55,0,0,4,0,,172632.jpg,0.0,0,0,Gray,0.2,False,None,a,9,13,0.0,447,167,0,581,581,2492,2492,0.0,0.0,Gray,0
0,0,4,100,50,0,172780,1,,0,0,0,0,12.3,63,41,1,,0,3,2.9,1.7,1,James,1.0,0,0,1.5,166,77,231,False,2.8,181,83,15,,2020-08-27T16:30:08.660331Z,70,0,0,3,0,,172780.jpg,1.0,0,0,Maddison,1.6,False,None,a,9,13,0.0,511,202,1,13387,13387,11441,11441,0.1,0.1,Maddison,0
0,0,0,None,None,0,173515,None,,0,0,0,0,0.0,493,52,None,,0,4,2.3,2.8,0,Kelechi,0.0,0,0,0.0,494,53,233,False,0.0,491,51,0,,None,60,0,0,5,0,,173515.jpg,0.0,0,0,Iheanacho,0.6,False,None,a,9,13,0.0,487,53,0,2125,2125,9193,9193,0.0,0.0,Iheanacho,0
0,0,0,None,None,0,197469,None,,0,0,0,0,0.0,403,152,None,,0,3,1.9,2.4,0,Hamza,0.0,0,0,0.0,409,152,234,False,0.0,404,151,0,,None,50,0,0,None,0,,197469.jpg,0.0,0,0,Choudhury,0.1,False,None,a,9,13,0.0,376,128,0,259,259,794,794,0.0,0.0,Choudhury,0
0,0,8,None,None,1,201666,None,,0,0,0,0,18.3,38,24,None,,0,3,2.9,3.4,3,Harvey,3.0,0,0,10.2,11,6,235,False,18.0,70,21,90,,None,70,0,0,None,0,,201666.jpg,3.0,0,0,Barnes,3.8,False,None,a,9,13,66.0,5,3,3,13581,13581,32997,32997,0.4,0.4,Barnes,0
0,0,15,None,None,1,203341,None,,0,0,0,0,1.2,148,91,None,,0,3,1.9,2.4,3,Wilfred,3.0,0,0,2.8,101,48,236,False,27.2,33,13,90,,None,50,0,0,None,0,,203341.jpg,3.0,0,0,Ndidi,2.2,False,None,a,9,13,0.0,381,131,3,9639,9639,14208,14208,0.6,0.6,Ndidi,0
0,0,0,0,0,0,213405,None,,0,0,0,0,0.0,320,140,None,,0,2,0.0,0.0,0,Filip,0.0,0,0,0.0,335,141,237,False,0.0,328,141,0,Hip injury - Unknown return date,2020-09-11T16:00:17.923567Z,45,0,0,None,0,,213405.jpg,0.0,0,0,Benkovic,0.1,False,None,i,9,13,0.0,273,127,0,28,28,1800,1800,0.0,0.0,Benkovic,0
0,0,29,None,None,1,218031,None,,0,0,0,0,1.4,137,34,None,,0,2,3.0,3.5,6,Çaglar,6.0,0,0,2.3,125,40,238,False,15.6,88,45,90,,None,55,0,0,None,0,,218031.jpg,6.0,0,0,Söyüncü,13.4,False,None,a,9,13,6.0,89,21,6,31228,31228,42437,42437,1.1,1.1,Söyüncü,0
1,1,32,None,None,1,220627,None,,0,0,0,0,13.0,60,14,None,,0,2,2.1,2.6,9,James,9.0,0,0,3.5,82,26,239,False,20.0,57,28,90,,None,45,0,0,None,0,,220627.jpg,9.0,0,0,Justin,15.3,False,None,a,9,13,2.0,111,30,9,228520,228520,33582,33582,2.0,2.0,Justin,1
0,0,0,None,None,0,244619,None,,0,0,0,0,0.0,335,145,None,,0,2,2.1,2.6,0,Luke,0.0,0,0,0.0,350,146,240,False,0.0,343,146,0,,None,45,0,0,None,0,,244619.jpg,0.0,0,0,Thomas,0.4,False,None,a,9,13,0.0,292,134,0,434,434,5907,5907,0.0,0.0,Thomas,0
0,2,38,None,None,1,166477,None,,0,0,0,0,3.0,112,26,None,,1,2,3.0,3.5,14,Timothy,14.0,0,1,8.4,22,6,498,True,45.8,10,5,90,,None,55,0,0,None,0,,166477.jpg,14.0,0,0,Castagne,3.9,False,None,a,9,13,35.0,22,4,14,112535,112535,17405,17405,2.5,2.5,Castagne,0
0,0,11,None,None,1,86881,None,,0,0,0,0,3.5,105,65,None,,0,3,1.5,2.0,3,Nampalys,3.0,0,0,1.3,170,78,518,False,9.8,126,47,90,,None,45,0,0,None,0,,86881.jpg,3.0,0,0,Mendy,1.3,False,None,a,9,13,0.0,218,71,3,43984,43984,10935,10935,0.7,0.7,Mendy,0
0,0,8,None,None,0,28690,3,,0,0,0,0,2.9,114,71,3,,0,3,2.1,0.6,2,Pablo,2.0,3,0,1.3,171,79,193,False,7.6,143,56,61,,None,60,0,0,None,0,,28690.jpg,2.0,0,0,Hernández Domínguez,1.8,False,None,a,10,2,2.0,123,60,2,7652,7652,14730,14730,0.3,0.3,Hernández,0
0,0,0,None,None,0,39790,None,,0,0,0,0,0.0,242,18,None,,0,1,1.8,0.3,0,Francisco,0.0,0,0,0.0,261,34,194,False,0.0,253,34,0,,None,45,0,0,None,0,,39790.jpg,0.0,0,0,Casilla Cortés,2.3,False,None,a,10,2,0.0,179,18,0,4321,4321,19096,19096,0.0,0.0,Casilla,0
0,0,0,75,None,0,55914,None,,0,0,0,0,0.0,253,100,None,,0,2,1.2,0.1,0,Liam,0.0,0,0,0.0,272,101,195,False,0.0,265,101,0,Calf injury - 75% chance of playing,2020-09-12T18:30:10.224197Z,45,0,0,None,0,,55914.jpg,0.0,0,0,Cooper,0.7,False,None,d,10,2,0.0,193,78,0,548,548,9963,9963,0.0,0.0,Cooper,0
0,0,0,None,None,0,57913,2,,0,0,0,0,0.0,205,69,2,,0,2,1.0,-0.5,0,Barry,0.0,0,0,0.0,224,70,196,False,0.0,216,70,0,,None,40,0,0,None,0,,57913.jpg,0.0,0,0,Douglas,14.0,False,None,a,10,2,0.0,139,42,0,24231,24231,100488,100488,0.0,0.0,Douglas,0
0,0,15,None,None,0,66588,None,,0,0,0,0,4.3,98,22,None,,0,2,1.6,0.1,0,Luke,0.0,4,0,4.0,70,20,197,False,35.6,25,9,90,,None,45,0,0,None,0,,66588.jpg,0.0,0,0,Ayling,4.3,False,None,a,10,2,0.0,204,84,0,33360,33360,19950,19950,0.0,0.0,Ayling,0
0,2,33,None,None,0,72222,None,,0,0,0,0,4.8,95,58,None,,0,3,1.8,0.3,9,Mateusz,9.0,3,1,8.3,23,10,198,False,54.8,7,4,80,,None,55,0,0,1,0,,72222.jpg,9.0,0,0,Klich,3.0,False,None,a,10,2,23.0,38,16,9,108567,108567,19504,19504,1.6,1.6,Klich,0
0,0,0,0,0,0,80179,None,,0,0,0,0,0.0,369,139,None,,0,3,0.0,0.0,0,Adam,0.0,0,0,0.0,380,140,199,False,0.0,374,138,0,Hip injury - Unknown return date,2020-09-10T13:00:10.171553Z,50,0,0,None,0,,80179.jpg,0.0,0,0,Forshaw,0.0,False,None,i,10,2,0.0,332,111,0,29,29,611,611,0.0,0.0,Forshaw,0
1,0,21,None,None,0,87873,None,,0,0,0,0,1.3,139,35,None,,0,2,1.6,0.1,3,Stuart,3.0,4,0,2.7,104,33,200,False,23.2,45,19,90,,None,45,0,0,None,0,,87873.jpg,3.0,0,0,Dallas,5.1,False,None,a,10,2,2.0,108,28,3,56769,56769,22125,22125,0.7,0.7,Dallas,0
0,0,0,None,None,0,105377,None,,0,0,0,0,0.0,281,115,None,,0,2,1.6,0.1,0,Ezgjan,0.0,0,0,0.0,298,116,201,False,0.0,291,116,0,,None,45,0,0,None,0,,105377.jpg,0.0,0,0,Alioski,0.7,False,None,a,10,2,0.0,228,98,0,1612,1612,7245,7245,0.0,0.0,Alioski,0
0,1,28,None,None,0,106617,None,,1,-1,1,-1,0.5,172,22,None,,0,4,1.6,0.1,7,Patrick,7.0,3,1,6.8,37,11,202,False,40.0,17,3,61,,None,56,0,0,2,0,,106617.jpg,7.0,0,0,Bamford,9.7,False,None,a,10,2,27.0,31,15,7,305890,305890,42890,42890,1.3,1.2,Bamford,0
0,0,23,None,None,0,221399,4,,0,0,0,0,6.5,91,54,None,,0,3,1.8,0.3,7,Jack,7.0,4,1,6.9,36,17,203,False,43.6,11,5,90,,None,55,0,0,None,0,,221399.jpg,7.0,0,0,Harrison,3.0,False,None,a,10,2,19.0,53,27,7,132673,132673,21921,21921,1.3,1.3,Harrison,0
1,0,24,None,None,0,155405,1,,0,0,0,0,24.6,24,17,1,,0,3,1.4,-0.1,5,Kalvin,5.0,4,0,6.2,41,20,204,False,36.4,24,9,90,,None,50,0,0,None,0,,155405.jpg,5.0,0,0,Phillips,3.5,False,None,a,10,2,1.0,130,64,5,62233,62233,18126,18126,1.0,1.0,Phillips,0
1,0,18,None,None,0,165808,None,,0,0,0,0,14.9,50,34,None,,0,3,1.8,0.3,5,Hélder Wander,5.0,4,0,4.7,55,28,205,False,25.6,39,15,90,,None,55,0,0,None,0,,165808.jpg,5.0,0,0,Sousa de Azevedo e Costa,0.8,False,None,a,10,2,6.0,88,45,5,20571,20571,4862,4862,0.9,0.9,Costa,0
0,0,5,None,None,0,173821,None,,0,0,0,0,0.0,393,148,None,,0,3,1.4,-0.1,1,Tyler,1.0,1,0,0.7,186,85,206,False,7.2,145,58,28,,None,50,0,0,None,0,,173821.jpg,1.0,0,0,Roberts,0.1,False,None,a,10,2,0.0,365,123,1,436,436,747,747,0.2,0.2,Roberts,0
0,0,0,None,None,0,204642,None,,0,0,0,0,0.0,408,155,None,,0,3,1.4,-0.1,0,Jay-Roy,0.0,0,0,0.0,414,155,207,False,0.0,409,154,0,,None,50,0,0,None,0,,204642.jpg,0.0,0,0,Grot,0.0,False,None,a,10,2,0.0,382,132,0,137,137,454,454,0.0,0.0,Grot,0
0,0,0,None,None,0,214987,None,,0,0,0,0,0.0,216,10,None,,0,1,1.0,-0.5,0,Kamil,0.0,0,0,0.0,235,26,208,False,0.0,227,26,0,,None,40,0,0,None,0,,214987.jpg,0.0,0,0,Miazek,2.4,False,None,a,10,2,0.0,151,10,0,5931,5931,6290,6290,0.0,0.0,Miazek,0
0,0,0,None,None,0,215460,None,,0,0,0,0,0.0,321,118,None,,0,3,1.0,-0.5,0,Ian Carlo,0.0,0,0,0.0,336,119,209,False,0.0,329,116,0,,None,45,0,0,None,0,,215460.jpg,0.0,0,0,Poveda-Ocampo,0.3,False,None,a,10,2,0.0,275,84,0,771,771,2812,2812,0.0,0.0,Poveda-Ocampo,0
0,0,6,None,None,0,221610,None,,0,0,0,0,0.4,175,97,None,,0,3,1.4,-0.1,1,Jamie,1.0,1,0,0.3,200,94,210,False,3.0,177,80,9,,None,50,0,0,None,0,,221610.jpg,1.0,0,0,Shackleton,0.1,False,None,a,10,2,0.0,388,134,1,141,141,422,422,0.2,0.2,Shackleton,0
0,0,19,None,None,0,222694,None,,0,0,0,0,0.1,194,65,None,,0,2,1.0,-0.5,0,Pascal,0.0,4,0,4.1,66,19,211,False,41.0,14,6,90,,None,40,0,0,None,0,,222694.jpg,0.0,0,0,Struijk,2.2,False,None,a,10,2,0.0,157,54,0,40350,40350,15102,15102,0.0,0.0,Struijk,0
0,0,0,None,None,0,434138,None,,0,0,0,0,0.0,337,125,None,,0,3,1.0,-0.5,0,Jordan,0.0,0,0,0.0,352,126,212,False,0.0,345,123,0,,None,45,0,0,None,0,,434138.jpg,0.0,0,0,Stevens,1.5,False,None,a,10,2,0.0,294,92,0,5593,5593,11778,11778,0.0,0.0,Stevens,0
0,0,20,None,None,0,437495,None,,0,0,0,0,0.0,338,37,None,,0,1,1.8,0.3,1,Illan,1.0,4,0,1.8,146,8,213,False,17.8,71,9,90,,None,45,0,0,None,0,,437495.jpg,1.0,0,3,Meslier,1.5,False,None,a,10,2,0.0,295,37,1,28463,28463,8001,8001,0.2,0.2,Meslier,0
0,0,0,None,None,0,455084,None,,0,0,0,0,0.0,225,83,None,,0,2,1.0,-0.5,0,Leif,0.0,0,0,0.0,244,84,214,False,0.0,236,84,0,,None,40,0,0,None,0,,455084.jpg,0.0,0,0,Davis,1.4,False,None,a,10,2,0.0,162,59,0,3665,3665,9453,9453,0.0,0.0,Davis,0
0,0,0,None,None,0,467114,None,,0,0,0,0,0.0,227,85,None,,0,2,1.0,-0.5,0,Oliver,0.0,0,0,0.0,246,86,215,False,0.0,238,86,0,,None,40,0,0,None,0,,467114.jpg,0.0,0,0,Casey,0.9,False,None,a,10,2,0.0,164,61,0,1750,1750,5150,5150,0.0,0.0,Casey,0
0,0,14,None,None,0,193645,None,,0,0,0,0,0.2,190,61,None,,0,2,1.6,0.1,0,Robin,0.0,4,0,4.2,65,18,491,False,23.4,43,17,90,,None,45,0,0,None,0,,193645.jpg,0.0,0,0,Koch,0.6,False,None,a,10,2,18.0,56,9,0,3826,3826,3424,3424,0.0,0.0,Koch,0
0,0,0,None,None,0,80954,None,,0,0,0,0,0.3,186,25,None,,0,4,1.8,0.3,1,Rodrigo,1.0,1,0,0.0,480,50,492,False,0.0,477,48,28,,None,60,0,0,None,0,,80954.jpg,1.0,0,0,Moreno,7.5,False,None,a,10,2,0.0,471,50,1,38127,38127,71563,71563,0.2,0.2,Rodrigo,0
0,0,0,None,None,0,15157,4,,0,0,0,0,0.0,423,163,None,,0,3,2.3,3.3,0,James,0.0,0,0,0.0,428,163,241,False,0.0,423,162,0,,None,55,0,0,1,0,,15157.jpg,0.0,0,0,Milner,0.2,False,None,a,11,14,0.0,400,143,0,402,402,2164,2164,0.0,0.0,Milner,0
0,0,0,75,75,0,214285,None,,0,0,0,0,0.0,410,172,None,,0,2,2.0,2.7,0,Konstantinos,0.0,0,0,0.0,416,172,242,False,0.0,411,172,0,Lack of match fitness - 75% chance of playing,2020-09-05T13:00:09.086934Z,50,0,0,None,0,,214285.jpg,0.0,0,0,Tsimikas,0.1,False,None,d,11,14,0.0,385,168,0,63,63,739,739,0.0,0.0,Tsimikas,0
0,0,9,None,None,0,41733,None,,0,0,0,0,23.0,28,20,None,,0,3,2.3,3.3,2,Georginio,2.0,3,0,7.4,32,15,243,False,15.8,86,27,90,,None,55,0,0,None,0,,41733.jpg,2.0,0,0,Wijnaldum,2.0,False,None,a,11,14,35.0,21,7,2,5996,5996,14923,14923,0.4,0.4,Wijnaldum,0
0,0,19,100,75,0,56979,None,,0,0,0,0,2.0,127,79,3,,0,3,2.3,2.5,2,Jordan,2.0,2,0,2.3,124,60,244,False,14.0,97,32,65,,2020-09-11T12:30:13.554738Z,55,0,0,None,0,,56979.jpg,2.0,0,0,Henderson,2.8,False,None,a,11,14,7.0,81,42,2,6884,6884,22493,22493,0.4,0.4,Henderson,0
0,0,0,None,None,0,60706,None,,0,0,0,0,0.0,259,22,None,,0,1,2.3,3.3,0,Adrián,0.0,0,0,0.0,277,37,245,False,0.0,270,37,0,,None,45,0,0,None,0,,60706.jpg,0.0,0,0,San Miguel del Castillo,0.3,False,None,a,11,14,0.0,200,22,0,524,524,1615,1615,0.0,0.0,Adrián,0
0,0,2,None,None,0,60914,None,,0,0,0,0,0.0,439,180,None,,0,2,3.0,4.0,1,Joel,1.0,0,0,0.0,440,180,246,False,0.0,435,180,1,,None,55,0,0,None,0,,60914.jpg,1.0,0,0,Matip,0.5,False,None,a,11,14,0.0,417,176,1,828,828,4439,4439,0.2,0.2,Matip,0
0,0,0,75,75,0,68312,5,,0,0,0,0,0.0,505,196,5,,0,3,2.1,2.8,0,Xherdan,0.0,0,0,0.0,505,196,247,False,0.0,503,195,0,Lack of match fitness - 75% chance of playing,2020-09-11T12:30:13.571573Z,65,0,0,None,0,,68312.jpg,0.0,0,0,Shaqiri,0.1,False,None,d,11,14,0.0,500,192,0,38,38,984,984,0.0,0.0,Shaqiri,0
0,0,0,50,50,0,81880,None,,0,0,0,0,0.0,506,197,None,,0,3,1.4,1.9,0,Alex,0.0,0,0,0.0,506,197,248,False,0.0,504,196,0,Knee injury - 50% chance of playing,2020-08-21T14:30:10.835560Z,65,0,0,None,0,,81880.jpg,0.0,0,0,Oxlade-Chamberlain,0.0,False,None,d,11,14,0.0,501,193,0,92,92,638,638,0.0,0.0,Chamberlain,0
0,0,10,None,None,0,92217,None,,0,0,0,0,7.2,89,16,None,,0,4,4.0,5.0,1,Roberto,1.0,3,0,5.1,51,14,249,False,5.8,157,14,90,,None,95,0,0,4,0,,92217.jpg,1.0,0,0,Firmino,3.7,False,None,a,11,14,38.0,17,10,1,7414,7414,48643,48643,0.1,0.1,Firmino,1
0,0,19,None,None,0,97032,None,,0,0,0,0,0.8,161,46,None,,0,2,3.8,4.8,7,Virgil,7.0,3,1,7.5,31,8,250,False,37.6,22,8,90,,None,65,0,0,None,0,,97032.jpg,7.0,0,0,van Dijk,27.8,False,None,a,11,14,37.0,18,2,7,63640,63640,78640,78640,1.1,1.1,van Dijk,0
0,0,14,None,None,0,110979,None,,-1,1,-1,1,45.5,6,5,None,,0,3,4.5,5.5,2,Sadio,2.0,3,0,13.4,2,2,251,False,13.2,105,37,90,,None,119,0,0,3,0,,110979.jpg,2.0,0,0,Mané,10.2,False,None,a,11,14,75.0,3,2,2,8068,8068,198176,198176,0.2,0.2,Mané,0
0,0,9,None,None,0,116535,None,,0,0,0,0,0.0,489,54,None,,0,1,4.5,5.5,1,Alisson,1.0,3,0,0.4,198,16,252,False,3.8,174,16,90,,None,60,0,0,None,0,,116535.jpg,1.0,0,0,Ramses Becker,11.8,False,None,a,11,14,0.0,482,54,1,8596,8596,75260,75260,0.2,0.2,Alisson,0
1,0,13,None,None,0,116643,None,,0,0,0,0,1.0,151,92,4,,0,3,2.3,3.3,4,Fabio Henrique,4.0,1,0,0.7,187,86,253,False,4.2,170,74,32,,None,55,0,0,None,0,,116643.jpg,4.0,0,0,Tavares,1.5,False,None,a,11,14,2.0,119,58,4,9046,9046,12177,12177,0.7,0.7,Fabinho,0
0,3,69,None,None,0,118748,6,,0,0,0,0,50.1,3,2,2,,1,3,4.5,5.5,20,Mohamed,20.0,3,3,32.8,1,1,254,True,117.2,1,1,90,,None,120,0,0,2,0,,118748.jpg,20.0,0,0,Salah,36.4,False,None,a,11,14,161.0,1,1,20,245348,245348,98218,98218,1.7,1.7,Salah,0
1,0,20,None,None,0,122798,2,,0,0,0,0,19.6,34,10,None,,0,2,4.1,5.1,4,Andrew,4.0,3,0,4.7,56,14,255,False,23.4,44,18,90,,None,70,0,0,None,0,,122798.jpg,4.0,0,0,Robertson,12.8,False,None,a,11,14,4.0,106,26,4,39281,39281,70719,70719,0.6,0.6,Robertson,0
0,0,0,None,None,0,152760,None,,0,0,0,0,0.0,456,43,None,,0,4,2.0,3.0,0,Divock,0.0,0,0,0.0,457,43,256,False,0.0,453,40,0,,None,55,0,0,None,0,,152760.jpg,0.0,0,0,Origi,1.2,False,None,a,11,14,0.0,438,43,0,3840,3840,12932,12932,0.0,0.0,Origi,0
0,0,0,None,None,0,153682,None,,0,0,0,0,0.0,457,176,None,,0,3,2.3,3.3,0,Harry,0.0,0,0,0.0,458,176,257,False,0.0,454,175,0,,None,55,0,0,None,0,,153682.jpg,0.0,0,0,Wilson,0.1,False,None,a,11,14,0.0,439,161,0,63,63,1411,1411,0.0,0.0,Harry Wilson,0
0,0,0,None,None,0,157882,None,,-1,1,-1,1,0.0,502,195,None,,0,3,2.7,3.7,0,Takumi,0.0,0,0,0.0,502,195,258,False,0.0,500,194,0,,None,64,0,0,None,0,,157882.jpg,0.0,0,0,Minamino,0.4,False,None,a,11,14,0.0,497,191,0,583,583,9183,9183,0.0,0.0,Minamino,0
0,0,10,None,None,0,169187,1,,0,0,0,0,30.4,15,4,1,,0,2,4.5,5.5,1,Trent,1.0,3,0,3.8,75,22,259,False,7.8,142,62,88,,None,75,0,0,None,0,,169187.jpg,1.0,0,0,Alexander-Arnold,49.8,False,None,a,11,14,0.0,516,194,1,26807,26807,266419,266419,0.1,0.1,Alexander-Arnold,0
0,0,13,None,None,0,171287,None,,0,0,0,0,1.0,152,41,None,,0,2,3.0,4.0,1,Joseph,1.0,3,0,2.0,142,49,260,False,19.2,64,33,90,,None,55,0,0,None,0,,171287.jpg,1.0,0,0,Gomez,4.5,False,None,a,11,14,0.0,445,184,1,10415,10415,42662,42662,0.2,0.2,Gomez,0
0,0,2,None,None,0,175592,None,,0,0,0,0,4.6,96,59,None,,0,3,2.3,3.3,1,Naby,1.0,2,0,3.5,83,39,261,False,6.6,152,63,57,,None,55,0,0,None,0,,175592.jpg,1.0,0,0,Keita,1.0,False,None,a,11,14,24.0,35,13,1,2986,2986,11525,11525,0.2,0.2,Keita,0
0,0,0,None,None,0,195473,None,,0,0,0,0,0.0,310,29,None,,0,4,1.5,2.5,0,Rhian,0.0,0,0,0.0,325,30,262,False,0.0,318,26,0,,None,45,0,0,None,0,,195473.jpg,0.0,0,0,Brewster,6.0,False,None,a,11,14,0.0,261,30,0,55881,55881,43053,43053,0.0,0.0,Brewster,0
0,0,2,None,None,0,206915,None,,0,0,0,0,13.3,58,39,None,,0,3,1.5,2.5,1,Curtis,1.0,1,0,1.8,145,68,263,False,2.4,183,85,24,,None,45,0,0,None,0,,206915.jpg,1.0,0,0,Jones,0.6,False,None,a,11,14,2.0,110,57,1,6170,6170,4593,4593,0.2,0.2,Jones,0
0,0,0,None,None,0,215136,3,,0,0,0,0,0.0,217,76,None,,0,2,1.5,2.5,0,Neco,0.0,0,0,0.0,236,77,264,False,0.0,228,77,0,,None,40,0,0,None,0,,215136.jpg,0.0,0,0,Williams,4.4,False,None,a,11,14,0.0,152,50,0,11269,11269,24676,24676,0.0,0.0,Williams,0
0,0,0,None,None,0,444884,None,,0,0,0,0,0.0,339,126,None,,0,3,1.5,2.5,0,Harvey,0.0,0,0,0.0,353,127,265,False,0.0,346,124,0,,None,45,0,0,None,0,,444884.jpg,0.0,0,0,Elliott,0.2,False,None,a,11,14,0.0,296,93,0,533,533,1224,1224,0.0,0.0,Elliott,0
0,0,0,None,None,0,27789,None,,0,0,0,0,0.0,427,176,None,,0,2,3.5,0.0,0,Fernando,0.0,0,0,0.0,430,176,266,False,0.0,425,176,0,,None,55,0,0,None,0,,27789.jpg,0.0,0,0,Luiz Rosa,1.2,False,None,a,12,43,0.0,404,172,0,5284,5284,4419,4419,0.0,0.0,Fernandinho,0
0,0,0,0,0,0,33148,None,,0,0,0,0,0.0,238,17,None,,0,1,0.0,0.0,0,Claudio,0.0,0,0,0.0,257,33,267,False,0.0,249,33,0,Contract expired,2020-08-18T13:59:17.226190Z,45,0,0,None,0,,33148.jpg,0.0,0,0,Bravo,0.0,False,None,u,12,43,0.0,175,17,0,90,90,337,337,0.0,0.0,Bravo,0
0,0,0,None,None,0,37572,None,,0,0,0,0,0.0,527,65,None,,0,4,5.0,0.0,0,Sergio,0.0,0,0,0.0,527,65,268,False,0.0,527,65,0,,None,105,0,0,2,0,,37572.jpg,0.0,0,0,Agüero,4.8,False,None,a,12,43,0.0,527,65,0,39685,39685,20612,20612,0.0,0.0,Agüero,0
0,0,0,None,None,0,57410,None,,0,0,0,0,0.0,359,152,None,,0,2,3.1,0.0,0,Nicolás,0.0,0,0,0.0,371,153,269,False,0.0,364,153,0,,None,50,0,0,None,0,,57410.jpg,0.0,0,0,Otamendi,0.8,False,None,a,12,43,0.0,320,142,0,2139,2139,2897,2897,0.0,0.0,Otamendi,0
0,0,0,None,None,0,58621,None,,0,0,0,0,0.0,477,191,None,,0,2,3.9,0.0,0,Kyle,0.0,0,0,0.0,477,191,270,False,0.0,474,191,0,,None,60,0,0,None,0,,58621.jpg,0.0,0,0,Walker,5.4,False,None,a,12,43,0.0,466,189,0,21241,21241,19079,19079,0.0,0.0,Walker,0
0,0,0,None,None,0,59859,3,,0,0,0,0,0.0,436,165,3,,0,3,2.8,0.0,0,Ilkay,0.0,0,0,0.0,437,165,271,False,0.0,432,164,0,,None,55,0,0,2,0,,59859.jpg,0.0,0,0,Gündogan,0.6,False,None,a,12,43,0.0,414,147,0,5084,5084,3745,3745,0.0,0.0,Gündogan,0
0,0,0,None,None,0,61366,1,,0,0,0,0,0.0,529,215,1,,0,3,4.8,0.0,0,Kevin,0.0,0,0,0.0,529,215,272,False,0.0,529,215,0,,None,115,0,0,1,0,,61366.jpg,0.0,0,0,De Bruyne,30.7,False,None,a,12,43,0.0,529,215,0,337529,337529,64507,64507,0.0,0.0,De Bruyne,0
0,0,0,None,None,0,97299,None,,0,0,0,0,0.0,376,157,None,,0,2,3.1,0.0,0,John,0.0,0,0,0.0,385,157,273,False,0.0,379,157,0,,None,50,0,0,None,0,,97299.jpg,0.0,0,0,Stones,0.4,False,None,a,12,43,0.0,340,148,0,1446,1446,1925,1925,0.0,0.0,Stones,0
